"Politician Id","First Name","Last Name","Electoral Term","State"
11003552,"Jürgen","Herrmann","17","Nordrhein-Westfalen"
11003553,"Petra","Heß","15","Thüringen"
11003553,"Petra","Heß","16","Thüringen"
11003556,"Gabriele","Hiller-Ohm","15","Schleswig-Holstein"
11003556,"Gabriele","Hiller-Ohm","16","Schleswig-Holstein"
11003556,"Gabriele","Hiller-Ohm","17","Schleswig-Holstein"
11003556,"Gabriele","Hiller-Ohm","18","Schleswig-Holstein"
11003556,"Gabriele","Hiller-Ohm","19","Schleswig-Holstein"
11003557,"Robert","Hochbaum","15","Sachsen"
11003557,"Robert","Hochbaum","16","Sachsen"
11003557,"Robert","Hochbaum","17","Sachsen"
11003557,"Robert","Hochbaum","18","Sachsen"
11003558,"Thilo","Hoppe","15","Niedersachsen"
11003558,"Thilo","Hoppe","16","Niedersachsen"
11003558,"Thilo","Hoppe","17","Niedersachsen"
11003559,"Klaas","Hübner","15","Sachsen-Anhalt"
11003559,"Klaas","Hübner","16","Sachsen-Anhalt"
11003560,"Peter","Jahr","15","Sachsen"
11003560,"Peter","Jahr","16","Sachsen"
11003561,"Klaus Werner","Jonas","15","Thüringen"
11003562,"Bernhard","Kaster","15","Rheinland-Pfalz"
11003562,"Bernhard","Kaster","16","Rheinland-Pfalz"
11003562,"Bernhard","Kaster","17","Rheinland-Pfalz"
11003562,"Bernhard","Kaster","18","Rheinland-Pfalz"
11003563,"Siegfried","Kauder","15","Baden-Württemberg"
11003563,"Siegfried","Kauder","16","Baden-Württemberg"
11003563,"Siegfried","Kauder","17","Baden-Württemberg"
11003565,"Jürgen","Klimke","15","Hamburg"
11003565,"Jürgen","Klimke","16","Hamburg"
11003565,"Jürgen","Klimke","17","Hamburg"
11003565,"Jürgen","Klimke","18","Hamburg"
11003566,"Julia","Klöckner","15","Rheinland-Pfalz"
11003566,"Julia","Klöckner","16","Rheinland-Pfalz"
11003566,"Julia","Klöckner","17","Rheinland-Pfalz"
11003567,"Astrid","Klug","15","Saarland"
11003567,"Astrid","Klug","16","Saarland"
11003567,"Astrid","Klug","17","Saarland"
11003569,"Kristina","Köhler","15","Hessen"
